"","Sample","Target","CopiesPeruL","DyeNames","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Site","Date","Location"
"2281","NTC-12","N1",0,"FAM",0.293005138635635,0,12031,0,12031,"NA",NA,NA
"2282","NTC-12","N2",0,"FAM/HEX",0.293005138635635,0,12031,0,12031,"NA",NA,NA
"2283","NTC-12","RP",0,"HEX",0.293005138635635,0,12031,0,12031,"NA",NA,NA
"2284","NTC-12","N1",0,"FAM",0.353300780057907,0,9978,0,9978,"NA",NA,NA
"2285","NTC-12","N2",0,"FAM/HEX",0.353300780057907,0,9978,0,9978,"NA",NA,NA
"2286","NTC-12","RP",0,"HEX",0.353300780057907,0,9978,0,9978,"NA",NA,NA
"2461","NegCtl-12","N1",0,"FAM",0.283325046300888,0,12442,0,12442,"NA",NA,NA
"2462","NegCtl-12","N2",0,"FAM/HEX",0.283325046300888,0,12442,0,12442,"NA",NA,NA
"2463","NegCtl-12","RP",10.8291149139404,"HEX",12.8187131881714,8.84287643432617,12442,114,12328,"NA",NA,NA
"2464","NegCtl-12","N1",0,"FAM",0.348859846591949,0,10105,0,10105,"NA",NA,NA
"2465","NegCtl-12","N2",0,"FAM/HEX",0.348859846591949,0,10105,0,10105,"NA",NA,NA
"2466","NegCtl-12","RP",12.8769207000732,"HEX",15.2858190536499,10.4729442596436,10105,110,9995,"NA",NA,NA
"2485","NP-Hatfield-FieldBlank-7-8-20-A","N1",0,"FAM",0.348101854324341,0,10127,0,10127,"NP-Hatfield",07/08/20,"Newport"
"2486","NP-Hatfield-FieldBlank-7-8-20-A","N2",0,"FAM/HEX",0.348101854324341,0,10127,0,10127,"NP-Hatfield",07/08/20,"Newport"
"2487","NP-Hatfield-FieldBlank-7-8-20-A","RP",0.348566681146622,"HEX",0.924043774604797,0.0827171429991722,10127,3,10124,"NP-Hatfield",07/08/20,"Newport"
"2488","NP-Hatfield-FieldBlank-7-8-20-A","N1",0,"FAM",0.341789603233337,0,10314,0,10314,"NP-Hatfield",07/08/20,"Newport"
"2489","NP-Hatfield-FieldBlank-7-8-20-A","N2",0,"FAM/HEX",0.341789603233337,0,10314,0,10314,"NP-Hatfield",07/08/20,"Newport"
"2490","NP-Hatfield-FieldBlank-7-8-20-A","RP",0.34224596619606,"HEX",0.907283842563629,0.0812173709273338,10314,3,10311,"NP-Hatfield",07/08/20,"Newport"
"2491","PosCtl-12","N1",16.7149429321289,"FAM",19.2604866027832,14.1748971939087,11767,166,11601,"NA",NA,NA
"2492","PosCtl-12","N2",19.2529582977295,"FAM/HEX",21.9866275787354,16.5256252288818,11767,191,11576,"NA",NA,NA
"2493","PosCtl-12","RP",14.6884670257568,"HEX",17.0735263824463,12.3082342147827,11767,146,11621,"NA",NA,NA
"2494","PosCtl-12","N1",15.0551891326904,"FAM",17.5697937011719,12.5459470748901,10853,138,10715,"NA",NA,NA
"2495","PosCtl-12","N2",16.8132476806641,"FAM/HEX",19.4717769622803,14.1607112884521,10853,154,10699,"NA",NA,NA
"2496","PosCtl-12","RP",15.9338893890381,"HEX",18.5214004516602,13.3520574569702,10853,146,10707,"NA",NA,NA
"2515","NP-RunningSprings-FieldBlank-7-8-20-A","N1",0,"FAM",0.330136775970459,0,10678,0,10678,"NP-RunningSprings",07/08/20,"Newport"
"2516","NP-RunningSprings-FieldBlank-7-8-20-A","N2",0.110182210803032,"FAM/HEX",0.526323318481445,0.0046274452470243,10678,1,10677,"NP-RunningSprings",07/08/20,"Newport"
"2517","NP-RunningSprings-FieldBlank-7-8-20-A","RP",0.220374748110771,"HEX",0.706005990505219,0.0333841219544411,10678,2,10676,"NP-RunningSprings",07/08/20,"Newport"
"2518","NP-RunningSprings-FieldBlank-7-8-20-A","N1",0,"FAM",0.304760307073593,0,11567,0,11567,"NP-RunningSprings",07/08/20,"Newport"
"2519","NP-RunningSprings-FieldBlank-7-8-20-A","N2",0.305167257785797,"FAM/HEX",0.808968126773834,0.0724191963672638,11567,3,11564,"NP-RunningSprings",07/08/20,"Newport"
"2520","NP-RunningSprings-FieldBlank-7-8-20-A","RP",0.101713612675667,"HEX",0.485863566398621,0.00427179504185915,11567,1,11566,"NP-RunningSprings",07/08/20,"Newport"
"2737","NTC-14","N1",0,"FAM",0.319686681032181,0,11027,0,11027,"NTC-14",07/28/20,NA
"2738","NTC-14","N2",0,"FAM/HEX",0.319686681032181,0,11027,0,11027,"NTC-14",07/28/20,NA
"2739","NTC-14","RP",0.106694832444191,"HEX",0.509661793708801,0.00448098825290799,11027,1,11026,"NTC-14",07/28/20,NA
"2740","NTC-14","N1",0,"FAM",0.296131521463394,0,11904,0,11904,"NTC-14",07/28/20,NA
"2741","NTC-14","N2",0,"FAM/HEX",0.296131521463394,0,11904,0,11904,"NTC-14",07/28/20,NA
"2742","NTC-14","RP",0.0988340079784393,"HEX",0.472106099128723,0.00415086094290018,11904,1,11903,"NTC-14",07/28/20,NA
"2773","EB-14","N1",0,"FAM",0.344933748245239,0,10220,0,10220,"EB-14",07/28/20,NA
"2774","EB-14","N2",0,"FAM/HEX",0.344933748245239,0,10220,0,10220,"EB-14",07/28/20,NA
"2775","EB-14","RP",0,"HEX",0.344933748245239,0,10220,0,10220,"EB-14",07/28/20,NA
"2776","EB-14","N1",0,"FAM",0.310752063989639,0,11344,0,11344,"EB-14",07/28/20,NA
"2777","EB-14","N2",0,"FAM/HEX",0.310752063989639,0,11344,0,11344,"EB-14",07/28/20,NA
"2778","EB-14","RP",0.103713192045689,"HEX",0.495416671037674,0.00435577007010579,11344,1,11343,"EB-14",07/28/20,NA
"2953","NegCtl-14","N1",0.119094051420689,"FAM",0.568901896476746,0.00500170793384314,9879,1,9878,"NA",NA,NA
"2954","NegCtl-14","N2",0,"FAM/HEX",0.356841832399368,0,9879,0,9879,"NA",NA,NA
"2955","NegCtl-14","RP",2.86158990859985,"HEX",4.17153787612915,1.86019575595856,9879,24,9855,"NA",NA,NA
"2956","NegCtl-14","N1",0,"FAM",0.366488724946976,0,9619,0,9619,"NA",NA,NA
"2957","NegCtl-14","N2",0.122313313186169,"FAM/HEX",0.584283113479614,0.0051369029097259,9619,1,9618,"NA",NA,NA
"2958","NegCtl-14","RP",2.93903493881226,"HEX",4.284499168396,1.91051733493805,9619,24,9595,"NA",NA,NA
"2989","PosCtl-14","N1",5.15503931045532,"FAM",6.95616102218628,3.69664835929871,8920,39,8881,"NA",NA,NA
"2990","PosCtl-14","N2",5.28751707077026,"FAM/HEX",7.10940980911255,3.80845260620117,8920,40,8880,"NA",NA,NA
"2991","PosCtl-14","RP",4.89012765884399,"HEX",6.64879751205444,3.4739978313446,8920,37,8883,"NA",NA,NA
"2992","PosCtl-14","N1",5.39636182785034,"FAM",7.23056840896606,3.90343713760376,8959,41,8918,"NA",NA,NA
"2993","PosCtl-14","N2",5.79219102859497,"FAM/HEX",7.68636131286621,4.23958873748779,8959,44,8915,"NA",NA,NA
"2994","PosCtl-14","RP",4.34146738052368,"HEX",6.00467443466187,3.0190441608429,8959,33,8926,"NA",NA,NA
"3025","NTC-15","N1",0,"FAM",0.333132207393646,0,10582,0,10582,"NA",NA,NA
"3026","NTC-15","N2",0,"FAM/HEX",0.333132207393646,0,10582,0,10582,"NA",NA,NA
"3027","NTC-15","RP",0,"HEX",0.333132207393646,0,10582,0,10582,"NA",NA,NA
"3028","NTC-15","N1",0,"FAM",0.288095563650131,0,12236,0,12236,"NA",NA,NA
"3029","NTC-15","N2",0,"FAM/HEX",0.288095563650131,0,12236,0,12236,"NA",NA,NA
"3030","NTC-15","RP",0.192312300205231,"HEX",0.616087257862091,0.0291332956403494,12236,2,12234,"NA",NA,NA
"3061","EB-15","N1",0,"FAM",0.281987726688385,0,12501,0,12501,"NA",07/30/20,NA
"3062","EB-15","N2",0,"FAM/HEX",0.281987726688385,0,12501,0,12501,"NA",07/30/20,NA
"3063","EB-15","RP",0,"HEX",0.281987726688385,0,12501,0,12501,"NA",07/30/20,NA
"3064","EB-15","N1",0,"FAM",0.286782920360565,0,12292,0,12292,"NA",07/30/20,NA
"3065","EB-15","N2",0,"FAM/HEX",0.286782920360565,0,12292,0,12292,"NA",07/30/20,NA
"3066","EB-15","RP",0,"HEX",0.286782920360565,0,12292,0,12292,"NA",07/30/20,NA
"3241","NegCtl-15","N1",0,"FAM",0.325833648443222,0,10819,0,10819,"NA",NA,NA
"3242","NegCtl-15","N2",0,"FAM/HEX",0.325833648443222,0,10819,0,10819,"NA",NA,NA
"3243","NegCtl-15","RP",17.3077945709229,"HEX",20.009708404541,14.6120700836182,10819,158,10661,"NA",NA,NA
"3244","NegCtl-15","N1",0.105093620717525,"FAM",0.502011835575104,0.00441374303773046,11195,1,11194,"NA",NA,NA
"3245","NegCtl-15","N2",0.105093620717525,"FAM/HEX",0.502011835575104,0.00441374303773046,11195,1,11194,"NA",NA,NA
"3246","NegCtl-15","RP",15.0180768966675,"HEX",17.4908561706543,12.550482749939,11195,142,11053,"NA",NA,NA
"3277","PosCtl-15","N1",20.3208389282227,"FAM",23.059513092041,17.5885238647461,12380,212,12168,"NA",NA,NA
"3278","PosCtl-15","N2",22.9342498779297,"FAM/HEX",25.8455429077148,20.0301456451416,12380,239,12141,"NA",NA,NA
"3279","PosCtl-15","RP",19.9341602325439,"HEX",22.6463985443115,17.2281589508057,12380,208,12172,"NA",NA,NA
"3280","PosCtl-15","N1",19.8647022247314,"FAM",22.5230674743652,17.212329864502,12841,215,12626,"NA",NA,NA
"3281","PosCtl-15","N2",23.2239151000977,"FAM/HEX",26.1006011962891,20.3542461395264,12841,251,12590,"NA",NA,NA
"3282","PosCtl-15","RP",20.1442699432373,"HEX",22.8214569091797,17.4731616973877,12841,218,12623,"NA",NA,NA
"3985","NTC-19","N1",0,"FAM",0.430078119039536,0,8197,0,8197,"NA",NA,NA
"3986","NTC-19","N2",0,"FAM/HEX",0.430078119039536,0,8197,0,8197,"NA",NA,NA
"3987","NTC-19","RP",0,"HEX",0.430078119039536,0,8197,0,8197,"NA",NA,NA
"3988","NTC-19","N1",0,"FAM",0.380658268928528,0,9261,0,9261,"NA",NA,NA
"3989","NTC-19","N2",0,"FAM/HEX",0.380658268928528,0,9261,0,9261,"NA",NA,NA
"3990","NTC-19","RP",0,"HEX",0.380658268928528,0,9261,0,9261,"NA",NA,NA
"4021","EB-19","N1",0,"FAM",0.33964878320694,0,10379,0,10379,"NA",NA,NA
"4022","EB-19","N2",0,"FAM/HEX",0.33964878320694,0,10379,0,10379,"NA",NA,NA
"4023","EB-19","RP",0,"HEX",0.33964878320694,0,10379,0,10379,"NA",NA,NA
"4024","EB-19","N1",0,"FAM",0.357348322868347,0,9865,0,9865,"NA",NA,NA
"4025","EB-19","N2",0.11926306784153,"FAM/HEX",0.569709479808807,0.00500880554318428,9865,1,9864,"NA",NA,NA
"4026","EB-19","RP",0,"HEX",0.357348322868347,0,9865,0,9865,"NA",NA,NA
"4201","NegCtl-19","N1",0,"FAM",0.365500628948212,0,9645,0,9645,"NA",NA,NA
"4202","NegCtl-19","N2",0,"FAM/HEX",0.365500628948212,0,9645,0,9645,"NA",NA,NA
"4203","NegCtl-19","RP",17.5733451843262,"HEX",20.4572372436523,14.6965065002441,9645,143,9502,"NA",NA,NA
"4204","NegCtl-19","N1",0,"FAM",0.331409454345703,0,10637,0,10637,"NA",NA,NA
"4205","NegCtl-19","N2",0,"FAM/HEX",0.331409454345703,0,10637,0,10637,"NA",NA,NA
"4206","NegCtl-19","RP",12.7884540557861,"HEX",15.1281480789185,10.4534034729004,10637,115,10522,"NA",NA,NA
"4237","PosCtl-19","N1",15.1377983093262,"FAM",17.860818862915,12.4210662841797,9308,119,9189,"NA",NA,NA
"4238","PosCtl-19","N2",17.7011947631836,"FAM/HEX",20.6476440429688,14.7621059417725,9308,139,9169,"NA",NA,NA
"4239","PosCtl-19","RP",15.6500310897827,"HEX",18.419095993042,12.887469291687,9308,123,9185,"NA",NA,NA
"4240","PosCtl-19","N1",15.8339309692383,"FAM",18.7189674377441,12.9559507369995,8677,116,8561,"NA",NA,NA
"4241","PosCtl-19","N2",17.3465461730957,"FAM/HEX",20.3673915863037,14.3334369659424,8677,127,8550,"NA",NA,NA
"4242","PosCtl-19","RP",15.971360206604,"HEX",18.8689918518066,13.0808486938477,8677,117,8560,"NA",NA,NA
"4561","NTC-20","N1",0,"FAM",0.353868305683136,0,9962,0,9962,"NA",NA,NA
"4562","NTC-20","N2",0,"FAM/HEX",0.353868305683136,0,9962,0,9962,"NA",NA,NA
"4563","NTC-20","RP",0,"HEX",0.353868305683136,0,9962,0,9962,"NA",NA,NA
"4564","NTC-20","N1",0,"FAM",0.324453920125961,0,10865,0,10865,"NA",NA,NA
"4565","NTC-20","N2",0,"FAM/HEX",0.324453920125961,0,10865,0,10865,"NA",NA,NA
"4566","NTC-20","RP",0,"HEX",0.324453920125961,0,10865,0,10865,"NA",NA,NA
"4597","EB-20","N1",0,"FAM",0.293860137462616,0,11996,0,11996,"NA",08/13/20,NA
"4598","EB-20","N2",0,"FAM/HEX",0.293860137462616,0,11996,0,11996,"NA",08/13/20,NA
"4599","EB-20","RP",0,"HEX",0.293860137462616,0,11996,0,11996,"NA",08/13/20,NA
"4600","EB-20","N1",0,"FAM",0.322494655847549,0,10931,0,10931,"NA",08/13/20,NA
"4601","EB-20","N2",0,"FAM/HEX",0.322494655847549,0,10931,0,10931,"NA",08/13/20,NA
"4602","EB-20","RP",0,"HEX",0.322494655847549,0,10931,0,10931,"NA",08/13/20,NA
"4777","NegCtl-20","N1",0,"FAM",0.340765237808228,0,10345,0,10345,"NA",NA,NA
"4778","NegCtl-20","N2",0,"FAM/HEX",0.340765237808228,0,10345,0,10345,"NA",NA,NA
"4779","NegCtl-20","RP",17.99147605896,"HEX",20.8091907501221,15.180492401123,10345,157,10188,"NA",NA,NA
"4780","NegCtl-20","N1",0,"FAM",0.352417677640915,0,10003,0,10003,"NA",NA,NA
"4781","NegCtl-20","N2",0,"FAM/HEX",0.352417677640915,0,10003,0,10003,"NA",NA,NA
"4782","NegCtl-20","RP",17.5365962982178,"HEX",20.3653602600098,14.7146196365356,10003,148,9855,"NA",NA,NA
"4813","PosCtl-20","N1",18.5419998168945,"FAM",21.2464351654053,15.8437633514404,11575,181,11394,"NA",NA,NA
"4814","PosCtl-20","N2",19.574987411499,"FAM/HEX",22.3544368743896,16.8020896911621,11575,191,11384,"NA",NA,NA
"4815","PosCtl-20","RP",17.3036079406738,"HEX",19.9153804779053,14.69762134552,11575,169,11406,"NA",NA,NA
"4816","PosCtl-20","N1",17.9118404388428,"FAM",20.8012104034424,15.0295524597168,9795,148,9647,"NA",NA,NA
"4817","PosCtl-20","N2",19.0099220275879,"FAM/HEX",21.9873447418213,16.0400123596191,9795,157,9638,"NA",NA,NA
"4818","PosCtl-20","RP",15.8404817581177,"HEX",18.5562534332275,13.1309652328491,9795,131,9664,"NA",NA,NA
"4849","NTC-22","N1",0,"FAM",0.2961066365242,0,11905,0,11905,"NA",NA,NA
"4850","NTC-22","N2",0,"FAM/HEX",0.2961066365242,0,11905,0,11905,"NA",NA,NA
"4851","NTC-22","RP",0,"HEX",0.2961066365242,0,11905,0,11905,"NA",NA,NA
"4852","NTC-22","N1",0,"FAM",0.333352744579315,0,10575,0,10575,"NA",NA,NA
"4853","NTC-22","N2",0,"FAM/HEX",0.333352744579315,0,10575,0,10575,"NA",NA,NA
"4854","NTC-22","RP",0,"HEX",0.333352744579315,0,10575,0,10575,"NA",NA,NA
"4885","EB-22","N1",0,"FAM",0.266932129859924,0,13206,0,13206,"NA",08/18/20,NA
"4886","EB-22","N2",0,"FAM/HEX",0.266932129859924,0,13206,0,13206,"NA",08/18/20,NA
"4887","EB-22","RP",0,"HEX",0.266932129859924,0,13206,0,13206,"NA",08/18/20,NA
"4888","EB-22","N1",0,"FAM",0.282055407762527,0,12498,0,12498,"NA",08/18/20,NA
"4889","EB-22","N2",0,"FAM/HEX",0.282055407762527,0,12498,0,12498,"NA",08/18/20,NA
"4890","EB-22","RP",0,"HEX",0.282055407762527,0,12498,0,12498,"NA",08/18/20,NA
"5065","NegCtl-22","N1",0,"FAM",0.294375509023666,0,11975,0,11975,"NA",NA,NA
"5066","NegCtl-22","N2",0,"FAM/HEX",0.294375509023666,0,11975,0,11975,"NA",NA,NA
"5067","NegCtl-22","RP",13.9345874786377,"HEX",16.2369194030762,11.6367521286011,11975,141,11834,"NA",NA,NA
"5068","NegCtl-22","N1",0,"FAM",0.300961077213287,0,11713,0,11713,"NA",NA,NA
"5069","NegCtl-22","N2",0,"FAM/HEX",0.300961077213287,0,11713,0,11713,"NA",NA,NA
"5070","NegCtl-22","RP",12.216625213623,"HEX",14.3954305648804,10.0418453216553,11713,121,11592,"NA",NA,NA
"5101","PosCtl-22","N1",16.7197971343994,"FAM",18.9568920135498,14.4869470596313,15236,215,15021,"NA",NA,NA
"5102","PosCtl-22","N2",16.7981204986572,"FAM/HEX",19.040491104126,14.5600156784058,15236,216,15020,"NA",NA,NA
"5103","PosCtl-22","RP",17.5032749176025,"HEX",19.7926158905029,15.2183780670166,15236,225,15011,"NA",NA,NA
"5104","PosCtl-22","N1",19.7782745361328,"FAM",22.5792903900146,16.9839096069336,11517,192,11325,"NA",NA,NA
"5105","PosCtl-22","N2",19.9860572814941,"FAM/HEX",22.8018932342529,17.1769466400146,11517,194,11323,"NA",NA,NA
"5106","PosCtl-22","RP",19.3628158569336,"HEX",22.1339778900146,16.5981674194336,11517,188,11329,"NA",NA,NA
"5425","NTC-24","N1",0,"FAM",0.236628875136375,0,14897,0,14897,"NA",NA,NA
"5426","NTC-24","N2",0,"FAM/HEX",0.236628875136375,0,14897,0,14897,"NA",NA,NA
"5427","NTC-24","RP",0,"HEX",0.236628875136375,0,14897,0,14897,"NA",NA,NA
"5461","EB-24","N1",0,"FAM",0.258210718631744,0,13652,0,13652,"NA",08/27/20,NA
"5462","EB-24","N2",0,"FAM/HEX",0.258210718631744,0,13652,0,13652,"NA",08/27/20,NA
"5463","EB-24","RP",0,"HEX",0.258210718631744,0,13652,0,13652,"NA",08/27/20,NA
"5641","NegCtl-24","N1",0,"FAM",0.229570150375366,0,15355,0,15355,"NA",NA,NA
"5642","NegCtl-24","N2",0,"FAM/HEX",0.229570150375366,0,15355,0,15355,"NA",NA,NA
"5643","NegCtl-24","RP",9.53921031951904,"HEX",11.2194414138794,7.86137580871582,15355,124,15231,"NA",NA,NA
"5677","PosCtl-24","N1",10.5685424804688,"FAM",12.4080877304077,8.7318696975708,14201,127,14074,"NA",NA,NA
"5678","PosCtl-24","N2",11.4884119033813,"FAM/HEX",13.4067802429199,9.57316398620605,14201,138,14063,"NA",NA,NA
"5679","PosCtl-24","RP",12.3252801895142,"HEX",14.312705039978,10.3412075042725,14201,148,14053,"NA",NA,NA
"5713","NTC-25","N1",0,"FAM",0.24384830892086,0,14456,0,14456,"NA",NA,NA
"5714","NTC-25","N2",0,"FAM/HEX",0.24384830892086,0,14456,0,14456,"NA",NA,NA
"5715","NTC-25","RP",0,"HEX",0.24384830892086,0,14456,0,14456,"NA",NA,NA
"5749","EB-25","N1",0,"FAM",0.219232186675072,0,16079,0,16079,"NA",NA,NA
"5750","EB-25","N2",0,"FAM/HEX",0.219232186675072,0,16079,0,16079,"NA",NA,NA
"5751","EB-25","RP",0,"HEX",0.219232186675072,0,16079,0,16079,"NA",NA,NA
"5929","NegCtl-25","N1",0,"FAM",0.259541660547256,0,13582,0,13582,"NA",NA,NA
"5930","NegCtl-25","N2",0,"FAM/HEX",0.259541660547256,0,13582,0,13582,"NA",NA,NA
"5931","NegCtl-25","RP",17.3648738861084,"HEX",19.7800598144531,14.9546337127686,13582,199,13383,"NA",NA,NA
"5965","PosCtl-25","N1",9.81739521026611,"FAM",11.5397253036499,8.09758281707764,15042,125,14917,"NA",NA,NA
"5966","PosCtl-25","N2",11.0799570083618,"FAM/HEX",12.9102640151978,9.25249290466309,15042,141,14901,"NA",NA,NA
"5967","PosCtl-25","RP",11.6327543258667,"HEX",13.5084209442139,9.76007270812988,15042,148,14894,"NA",NA,NA
"6409","NTC-28","N1",0,"FAM",0.279085099697113,0,12631,0,12631,"NA",NA,NA
"6410","NTC-28","N2",0,"FAM/HEX",0.279085099697113,0,12631,0,12631,"NA",NA,NA
"6411","NTC-28","RP",0,"HEX",0.279085099697113,0,12631,0,12631,"NA",NA,NA
"6412","NTC-28","N1",0,"FAM",0.305235356092453,0,11549,0,11549,"NA",NA,NA
"6413","NTC-28","N2",0,"FAM/HEX",0.305235356092453,0,11549,0,11549,"NA",NA,NA
"6414","NTC-28","RP",0,"HEX",0.305235356092453,0,11549,0,11549,"NA",NA,NA
"6439","EB-28","N1",0,"FAM",0.280328094959259,0,12575,0,12575,"NA",09/14/20,NA
"6440","EB-28","N2",0,"FAM/HEX",0.280328094959259,0,12575,0,12575,"NA",09/14/20,NA
"6441","EB-28","RP",0,"HEX",0.280328094959259,0,12575,0,12575,"NA",09/14/20,NA
"6442","EB-28","N1",0,"FAM",0.219546273350716,0,16056,0,16056,"NA",09/14/20,NA
"6443","EB-28","N2",0,"FAM/HEX",0.219546273350716,0,16056,0,16056,"NA",09/14/20,NA
"6444","EB-28","RP",0,"HEX",0.219546273350716,0,16056,0,16056,"NA",09/14/20,NA
"6589","NegCtl-28","N1",0,"FAM",0.272335767745972,0,12944,0,12944,"NA",NA,NA
"6590","NegCtl-28","N2",0,"FAM/HEX",0.272335767745972,0,12944,0,12944,"NA",NA,NA
"6591","NegCtl-28","RP",11.5999355316162,"HEX",13.619158744812,9.58417224884033,12944,127,12817,"NA",NA,NA
"6592","NegCtl-28","N1",0,"FAM",0.257399886846542,0,13695,0,13695,"NA",NA,NA
"6593","NegCtl-28","N2",0,"FAM/HEX",0.257399886846542,0,13695,0,13695,"NA",NA,NA
"6594","NegCtl-28","RP",12.870002746582,"HEX",14.9383592605591,10.8052759170532,13695,149,13546,"NA",NA,NA
"6619","PosCtl-28","N1",2.75862765312195,"FAM",3.81446862220764,1.91873502731323,14090,33,14057,"NA",NA,NA
"6620","PosCtl-28","N2",2.59125375747681,"FAM/HEX",3.61813235282898,1.78033018112183,14090,31,14059,"NA",NA,NA
"6621","PosCtl-28","RP",8.37945556640625,"HEX",10.0229797363281,6.73822402954102,14090,100,13990,"NA",NA,NA
"6622","PosCtl-28","N1",3.16681361198425,"FAM",4.30458164215088,2.25021457672119,13764,37,13727,"NA",NA,NA
"6623","PosCtl-28","N2",3.25252151489258,"FAM/HEX",4.40401363372803,2.32223868370056,13764,38,13726,"NA",NA,NA
"6624","PosCtl-28","RP",8.40646076202393,"HEX",10.1918039321899,6.84432315826416,13764,98,13666,"NA",NA,NA
"6817","NTC-30","N1",0,"FAM",0.292810410261154,0,12039,0,12039,"NA",NA,NA
"6818","NTC-30","N2",0,"FAM/HEX",0.292810410261154,0,12039,0,12039,"NA",NA,NA
"6819","NTC-30","RP",0,"HEX",0.292810410261154,0,12039,0,12039,"NA",NA,NA
"6820","NTC-30","N1",0,"FAM",0.321964412927628,0,10949,0,10949,"NA",NA,NA
"6821","NTC-30","N2",0,"FAM/HEX",0.321964412927628,0,10949,0,10949,"NA",NA,NA
"6822","NTC-30","RP",0,"HEX",0.321964412927628,0,10949,0,10949,"NA",NA,NA
"6841","EB-30","N1",0,"FAM",0.325382441282272,0,10834,0,10834,"NA",09/21/20,NA
"6842","EB-30","N2",0,"FAM/HEX",0.325382441282272,0,10834,0,10834,"NA",09/21/20,NA
"6843","EB-30","RP",0,"HEX",0.325382441282272,0,10834,0,10834,"NA",09/21/20,NA
"6844","EB-30","N1",0,"FAM",0.287297159433365,0,12270,0,12270,"NA",09/21/20,NA
"6845","EB-30","N2",0,"FAM/HEX",0.287297159433365,0,12270,0,12270,"NA",09/21/20,NA
"6846","EB-30","RP",0,"HEX",0.287297159433365,0,12270,0,12270,"NA",09/21/20,NA
"6961","NegCtl-30","N1",0,"FAM",0.29965615272522,0,11764,0,11764,"NA",NA,NA
"6962","NegCtl-30","N2",0,"FAM/HEX",0.29965615272522,0,11764,0,11764,"NA",NA,NA
"6963","NegCtl-30","RP",7.92712068557739,"HEX",9.81612491607666,6.29911041259766,11764,79,11685,"NA",NA,NA
"6964","NegCtl-30","N1",0,"FAM",0.317612558603287,0,11099,0,11099,"NA",NA,NA
"6965","NegCtl-30","N2",0,"FAM/HEX",0.317612558603287,0,11099,0,11099,"NA",NA,NA
"6966","NegCtl-30","RP",8.51054000854492,"HEX",10.5254716873169,6.77258205413818,11099,80,11019,"NA",NA,NA
"6979","PosCtl-30","N1",2.65496754646301,"FAM",3.74725651741028,1.79932224750519,12865,29,12836,"NA",NA,NA
"6980","PosCtl-30","N2",2.1051721572876,"FAM/HEX",3.09196329116821,1.35502433776855,12865,23,12842,"NA",NA,NA
"6981","PosCtl-30","RP",4.58127784729004,"HEX",5.9771614074707,3.42254519462585,12865,50,12815,"NA",NA,NA
"6982","PosCtl-30","N1",3.99840450286865,"FAM",5.50473690032959,2.79651403427124,10021,34,9987,"NA",NA,NA
"6983","PosCtl-30","N2",2.23272705078125,"FAM/HEX",3.40001392364502,1.3695695400238,10021,19,10002,"NA",NA,NA
"6984","PosCtl-30","RP",7.65588998794556,"HEX",9.68218898773193,5.93592739105225,10021,65,9956,"NA",NA,NA
"6997","NTC-31","N1",0,"FAM",0.304444402456284,0,11579,0,11579,"NA",NA,NA
"6998","NTC-31","N2",0,"FAM/HEX",0.304444402456284,0,11579,0,11579,"NA",NA,NA
"6999","NTC-31","RP",0,"HEX",0.304444402456284,0,11579,0,11579,"NA",NA,NA
"7000","NTC-31","N1",0,"FAM",0.295436501502991,0,11932,0,11932,"NA",NA,NA
"7001","NTC-31","N2",0,"FAM/HEX",0.295436501502991,0,11932,0,11932,"NA",NA,NA
"7002","NTC-31","RP",0,"HEX",0.295436501502991,0,11932,0,11932,"NA",NA,NA
"7033","EB-31","N1",0,"FAM",0.298665881156921,0,11803,0,11803,"NA",09/24/20,NA
"7034","EB-31","N2",0,"FAM/HEX",0.298665881156921,0,11803,0,11803,"NA",09/24/20,NA
"7035","EB-31","RP",0,"HEX",0.298665881156921,0,11803,0,11803,"NA",09/24/20,NA
"7036","EB-31","N1",0,"FAM",0.292737454175949,0,12042,0,12042,"NA",09/24/20,NA
"7037","EB-31","N2",0,"FAM/HEX",0.292737454175949,0,12042,0,12042,"NA",09/24/20,NA
"7038","EB-31","RP",0,"HEX",0.292737454175949,0,12042,0,12042,"NA",09/24/20,NA
"7213","NegCtl-31","N1",0,"FAM",0.251575976610184,0,14012,0,14012,"NA",NA,NA
"7214","NegCtl-31","N2",0,"FAM/HEX",0.251575976610184,0,14012,0,14012,"NA",NA,NA
"7215","NegCtl-31","RP",15.5512742996216,"HEX",17.8004913330078,13.3063488006592,14012,184,13828,"NA",NA,NA
"7216","NegCtl-31","N1",0,"FAM",0.308278769254684,0,11435,0,11435,"NA",NA,NA
"7217","NegCtl-31","N2",0.102887801826,"FAM/HEX",0.491473287343979,0.00432110670953989,11435,1,11434,"NA",NA,NA
"7218","NegCtl-31","RP",14.1801280975342,"HEX",16.5570621490479,11.8079853057861,11435,137,11298,"NA",NA,NA
"7249","PosCtl-31","N1",21.6813983917236,"FAM",24.6387977600098,18.7314128875732,11336,207,11129,"NA",NA,NA
"7250","PosCtl-31","N2",22.527400970459,"FAM/HEX",25.5425624847412,19.5199432373047,11336,215,11121,"NA",NA,NA
"7251","PosCtl-31","RP",23.0564594268799,"HEX",26.107213973999,20.0135955810547,11336,220,11116,"NA",NA,NA
"7252","PosCtl-31","N1",25.8729076385498,"FAM",29.0282192230225,22.7260341644287,11907,259,11648,"NA",NA,NA
