"","Sample","Target","CopiesPeruL","DyeNames","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Site","Date","Location"
"31203","NP-San-Bay-O-7-8-20-E","N2",1.56275546550751,"FAM/HEX",2.31368732452393,0.995306253433228,16573,22,16551,"NP-San-Bay-O",07/08/20,"Newport"
"31204","NP-San-Bay-O-7-8-20-E","RP",1.56275546550751,"HEX",2.31368732452393,0.995306253433228,16573,22,16551,"NP-San-Bay-O",07/08/20,"Newport"
"31205","NP-San-Bay-O-7-8-20-E","N1",1.23834669589996,"FAM",1.98032784461975,0.71007364988327,14258,15,14243,"NP-San-Bay-O",07/08/20,"Newport"
"31206","NP-San-Bay-O-7-8-20-E","N2",0.742851614952087,"FAM/HEX",1.34606206417084,0.354199171066284,14258,9,14249,"NP-San-Bay-O",07/08/20,"Newport"
"31207","NP-San-Bay-O-7-8-20-E","RP",0.990573108196259,"HEX",1.6673663854599,0.527789115905762,14258,12,14246,"NP-San-Bay-O",07/08/20,"Newport"
"31232","NP-Inf-6-18-20-E","N1",2.66662120819092,"FAM",3.61036777496338,1.90405213832855,16784,38,16746,"NP-Inf",06/18/20,"Newport"
"31233","NP-Inf-6-18-20-E","N2",2.24517345428467,"FAM/HEX",3.11907243728638,1.55236101150513,16784,32,16752,"NP-Inf",06/18/20,"Newport"
"31234","NP-Inf-6-18-20-E","RP",0.280412495136261,"HEX",0.66124951839447,0.0846074298024178,16784,4,16780,"NP-Inf",06/18/20,"Newport"
"31235","NP-Inf-6-18-20-E","N1",4.14212274551392,"FAM",5.31699562072754,3.1551194190979,16218,57,16161,"NP-Inf",06/18/20,"Newport"
"31236","NP-Inf-6-18-20-E","N2",2.90522575378418,"FAM/HEX",3.90490126609802,2.09314656257629,16218,40,16178,"NP-Inf",06/18/20,"Newport"
"31237","NP-Inf-6-18-20-E","RP",0.0725432708859444,"HEX",0.346507012844086,0.00304672750644386,16218,1,16217,"NP-Inf",06/18/20,"Newport"
"31238","NP-Bayfront-7-8-20-E","N1",0.795865893363953,"FAM",1.36857116222382,0.410888940095901,16266,11,16255,"NP-Bayfront",07/08/20,"Newport"
"31239","NP-Bayfront-7-8-20-E","N2",0.65112292766571,"FAM/HEX",1.17981040477753,0.310468316078186,16266,9,16257,"NP-Bayfront",07/08/20,"Newport"
"31240","NP-Bayfront-7-8-20-E","RP",0.434041917324066,"HEX",0.887352585792542,0.16998066008091,16266,6,16260,"NP-Bayfront",07/08/20,"Newport"
"31241","NP-Bayfront-7-8-20-E","N1",0.908588528633118,"FAM",1.52933073043823,0.484114617109299,15544,12,15532,"NP-Bayfront",07/08/20,"Newport"
"31242","NP-Bayfront-7-8-20-E","N2",0.832845985889435,"FAM/HEX",1.43217825889587,0.429977715015411,15544,11,15533,"NP-Bayfront",07/08/20,"Newport"
"31243","NP-Bayfront-7-8-20-E","RP",0.908588528633118,"HEX",1.52933073043823,0.484114617109299,15544,12,15532,"NP-Bayfront",07/08/20,"Newport"
"31268","NP-ParkSt-6-19-20-E","N1",1.29935240745544,"FAM",2.10994672775269,0.729131162166595,12683,14,12669,"NP-ParkSt",06/19/20,"Newport"
"31269","NP-ParkSt-6-19-20-E","N2",0.556689560413361,"FAM/HEX",1.13815462589264,0.218005359172821,12683,6,12677,"NP-ParkSt",06/19/20,"Newport"
"31270","NP-ParkSt-6-19-20-E","RP",1.48509120941162,"HEX",2.34228491783142,0.868179500102997,12683,16,12667,"NP-ParkSt",06/19/20,"Newport"
"31271","NP-ParkSt-6-19-20-E","N1",0.970952391624451,"FAM",1.63433086872101,0.517336964607239,14546,12,14534,"NP-ParkSt",06/19/20,"Newport"
"31272","NP-ParkSt-6-19-20-E","N2",1.37575256824493,"FAM/HEX",2.1423397064209,0.818540692329407,14546,17,14529,"NP-ParkSt",06/19/20,"Newport"
"31273","NP-ParkSt-6-19-20-E","RP",1.37575256824493,"HEX",2.1423397064209,0.818540692329407,14546,17,14529,"NP-ParkSt",06/19/20,"Newport"
"31304","NP-48thSt-6-19-20-E","N1",0.294504195451736,"FAM",0.694485247135162,0.0888588726520538,15981,4,15977,"NP-48thSt",06/19/20,"Newport"
"31305","NP-48thSt-6-19-20-E","N2",0.220871224999428,"FAM/HEX",0.585473120212555,0.0524163544178009,15981,3,15978,"NP-48thSt",06/19/20,"Newport"
"31306","NP-48thSt-6-19-20-E","RP",1.62068605422974,"HEX",2.39948296546936,1.03219258785248,15981,22,15959,"NP-48thSt",06/19/20,"Newport"
"31307","NP-48thSt-6-19-20-E","N1",0.213780656456947,"FAM",0.566675007343292,0.0507337637245655,16511,3,16508,"NP-48thSt",06/19/20,"Newport"
"31308","NP-48thSt-6-19-20-E","N2",0.213780656456947,"FAM/HEX",0.566675007343292,0.0507337637245655,16511,3,16508,"NP-48thSt",06/19/20,"Newport"
"31309","NP-48thSt-6-19-20-E","RP",1.14061272144318,"HEX",1.79882144927979,0.666839003562927,16511,16,16495,"NP-48thSt",06/19/20,"Newport"
"31340","NP-56thSt-6-19-20-E","N1",0.0709336847066879,"FAM",0.338817834854126,0.00297912862151861,16586,1,16585,"NP-56thSt",06/19/20,"Newport"
"31341","NP-56thSt-6-19-20-E","N2",0.0709336847066879,"FAM/HEX",0.338817834854126,0.00297912862151861,16586,1,16585,"NP-56thSt",06/19/20,"Newport"
"31342","NP-56thSt-6-19-20-E","RP",0.212813884019852,"HEX",0.564111948013306,0.0505043417215347,16586,3,16583,"NP-56thSt",06/19/20,"Newport"
"31343","NP-56thSt-6-19-20-E","N1",0.165443748235703,"FAM",0.529998481273651,0.0250632334500551,14223,2,14221,"NP-56thSt",06/19/20,"Newport"
"31344","NP-56thSt-6-19-20-E","N2",0.248174369335175,"FAM/HEX",0.657859325408936,0.0588953122496605,14223,3,14220,"NP-56thSt",06/19/20,"Newport"
"31345","NP-56thSt-6-19-20-E","RP",0.330910801887512,"HEX",0.780353963375092,0.0998425334692001,14223,4,14219,"NP-56thSt",06/19/20,"Newport"
"31724","NP-NyeBeach-6-18-20-B","N1",0.758132874965668,"FAM",1.33570313453674,0.377413302659988,15523,10,15513,"NP-NyeBeach",06/18/20,"Newport"
"31725","NP-NyeBeach-6-18-20-B","N2",1.21324717998505,"FAM/HEX",1.91340506076813,0.709294378757477,15523,16,15507,"NP-NyeBeach",06/18/20,"Newport"
"31726","NP-NyeBeach-6-18-20-B","RP",0.303194522857666,"HEX",0.714982032775879,0.0914807170629501,15523,4,15519,"NP-NyeBeach",06/18/20,"Newport"
"31727","NP-NyeBeach-6-18-20-B","N1",0.916117131710052,"FAM",1.51303422451019,0.501732409000397,16701,13,16688,"NP-NyeBeach",06/18/20,"Newport"
"31728","NP-NyeBeach-6-18-20-B","N2",1.1981428861618,"FAM/HEX",1.86568534374237,0.712889015674591,16701,17,16684,"NP-NyeBeach",06/18/20,"Newport"
"31729","NP-NyeBeach-6-18-20-B","RP",0.422734677791595,"HEX",0.864231824874878,0.165552973747253,16701,6,16695,"NP-NyeBeach",06/18/20,"Newport"
"31754","NP-Inf-6-10-20-B","N1",2.03309535980225,"FAM",2.94196724891663,1.3342901468277,14479,25,14454,"NP-Inf",06/10/20,"Newport"
"31755","NP-Inf-6-10-20-B","N2",2.44013619422913,"FAM/HEX",3.42494368553162,1.66541397571564,14479,30,14449,"NP-Inf",06/10/20,"Newport"
"31756","NP-Inf-6-10-20-B","RP",0.406338065862656,"HEX",0.883151531219482,0.14285247027874,14479,5,14474,"NP-Inf",06/10/20,"Newport"
"31757","NP-Inf-6-10-20-B","N1",3.49265623092651,"FAM",4.67851161956787,2.52696490287781,13831,41,13790,"NP-Inf",06/10/20,"Newport"
"31758","NP-Inf-6-10-20-B","N2",2.81034779548645,"FAM/HEX",3.88601660728455,1.95469510555267,13831,33,13798,"NP-Inf",06/10/20,"Newport"
"31759","NP-Inf-6-10-20-B","RP",0.680680155754089,"HEX",1.27481031417847,0.308129161596298,13831,8,13823,"NP-Inf",06/10/20,"Newport"
"31784","NP-Inf-6-12-20-B","N1",2.51688694953918,"FAM",3.55228185653687,1.70577454566956,13570,29,13541,"NP-Inf",06/12/20,"Newport"
"31785","NP-Inf-6-12-20-B","N2",2.69066405296326,"FAM/HEX",3.757000207901,1.84860575199127,13570,31,13539,"NP-Inf",06/12/20,"Newport"
"31786","NP-Inf-6-12-20-B","RP",0.0866996273398399,"HEX",0.414135038852692,0.0036412556655705,13570,1,13569,"NP-Inf",06/12/20,"Newport"
"31787","NP-Inf-6-12-20-B","N1",3.42685341835022,"FAM",4.57503986358643,2.48951506614685,14440,42,14398,"NP-Inf",06/12/20,"Newport"
"31788","NP-Inf-6-12-20-B","N2",2.6916868686676,"FAM/HEX",3.72186613082886,1.8721911907196,14440,33,14407,"NP-Inf",06/12/20,"Newport"
"31789","NP-Inf-6-12-20-B","RP",0.244444489479065,"HEX",0.647970497608185,0.0580102279782295,14440,3,14437,"NP-Inf",06/12/20,"Newport"
"31814","NP-Inf-6-11-20-B","N1",4.86284637451172,"FAM",6.14797306060791,3.77137136459351,15758,65,15693,"NP-Inf",06/11/20,"Newport"
"31815","NP-Inf-6-11-20-B","N2",4.33818864822388,"FAM/HEX",5.55725431442261,3.31255888938904,15758,58,15700,"NP-Inf",06/11/20,"Newport"
"31816","NP-Inf-6-11-20-B","RP",0.448037028312683,"HEX",0.915969848632812,0.17546084523201,15758,6,15752,"NP-Inf",06/11/20,"Newport"
"31817","NP-Inf-6-11-20-B","N1",5.46670532226562,"FAM",7.00383806228638,4.17379903793335,12511,58,12453,"NP-Inf",06/11/20,"Newport"
"31818","NP-Inf-6-11-20-B","N2",5.75015830993652,"FAM/HEX",7.32361698150635,4.42107200622559,12511,61,12450,"NP-Inf",06/11/20,"Newport"
"31819","NP-Inf-6-11-20-B","RP",0.564344704151154,"HEX",1.15380954742432,0.221002757549286,12511,6,12505,"NP-Inf",06/11/20,"Newport"
"343","BD-Inf-5-26-20-B","N1",0,"FAM",0.31787034869194,0,11090,0,11090,"BD-Inf",05/26/20,"Bend"
"344","BD-Inf-5-26-20-B","N2",0,"FAM/HEX",0.31787034869194,0,11090,0,11090,"BD-Inf",05/26/20,"Bend"
"345","BD-Inf-5-26-20-B","RP",0.636675715446472,"HEX",1.30173301696777,0.249323591589928,11090,6,11084,"BD-Inf",05/26/20,"Bend"
"346","BD-Inf-5-26-20-B","N1",0,"FAM",0.292082488536835,0,12069,0,12069,"BD-Inf",05/26/20,"Bend"
"347","BD-Inf-5-26-20-B","N2",0,"FAM/HEX",0.292082488536835,0,12069,0,12069,"BD-Inf",05/26/20,"Bend"
"348","BD-Inf-5-26-20-B","RP",0.877635657787323,"HEX",1.59036755561829,0.418453007936478,12069,9,12060,"BD-Inf",05/26/20,"Bend"
"379","BD-Inf-5-27-20-B","N1",0,"FAM",0.376591175794601,0,9361,0,9361,"BD-Inf",05/27/20,"Bend"
"380","BD-Inf-5-27-20-B","N2",0,"FAM/HEX",0.376591175794601,0,9361,0,9361,"BD-Inf",05/27/20,"Bend"
"381","BD-Inf-5-27-20-B","RP",0.377094060182571,"HEX",0.99968945980072,0.0894860550761223,9361,3,9358,"BD-Inf",05/27/20,"Bend"
"382","BD-Inf-5-27-20-B","N1",0.0982479900121689,"FAM",0.469306409358978,0.00412625074386597,11975,1,11974,"BD-Inf",05/27/20,"Bend"
"383","BD-Inf-5-27-20-B","N2",0,"FAM/HEX",0.294375509023666,0,11975,0,11975,"BD-Inf",05/27/20,"Bend"
"384","BD-Inf-5-27-20-B","RP",0.491322040557861,"HEX",1.06790435314178,0.172725439071655,11975,5,11970,"BD-Inf",05/27/20,"Bend"
"415","BD-Inf-5-28-20-B","N1",0,"FAM",0.284767150878906,0,12379,0,12379,"BD-Inf",05/28/20,"Bend"
"416","BD-Inf-5-28-20-B","N2",0.19009056687355,"FAM/HEX",0.608968555927277,0.028796749189496,12379,2,12377,"BD-Inf",05/28/20,"Bend"
"417","BD-Inf-5-28-20-B","RP",0.380211889743805,"HEX",0.896641254425049,0.114715993404388,12379,4,12375,"BD-Inf",05/28/20,"Bend"
"418","BD-Inf-5-28-20-B","N1",0,"FAM",0.320093095302582,0,11013,0,11013,"BD-Inf",05/28/20,"Bend"
"419","BD-Inf-5-28-20-B","N2",0.213670656085014,"FAM/HEX",0.684524059295654,0.0323686115443707,11013,2,11011,"BD-Inf",05/28/20,"Bend"
"420","BD-Inf-5-28-20-B","RP",0.854915499687195,"HEX",1.60123014450073,0.386986017227173,11013,8,11005,"BD-Inf",05/28/20,"Bend"
"451","BD-Inf-5-29-20-B","N1",0,"FAM",0.303840816020966,0,11602,0,11602,"BD-Inf",05/29/20,"Bend"
"452","BD-Inf-5-29-20-B","N2",0.304246515035629,"FAM/HEX",0.806526839733124,0.0722007229924202,11602,3,11599,"BD-Inf",05/29/20,"Bend"
"453","BD-Inf-5-29-20-B","RP",0,"HEX",0.303840816020966,0,11602,0,11602,"BD-Inf",05/29/20,"Bend"
"454","BD-Inf-5-29-20-B","N1",0,"FAM",0.358147144317627,0,9843,0,9843,"BD-Inf",05/29/20,"Bend"
"455","BD-Inf-5-29-20-B","N2",0,"FAM/HEX",0.358147144317627,0,9843,0,9843,"BD-Inf",05/29/20,"Bend"
"456","BD-Inf-5-29-20-B","RP",0.597769737243652,"HEX",1.29934084415436,0.210141226649284,9843,5,9838,"BD-Inf",05/29/20,"Bend"
"487","BD-Inf-5-30-20-B","N1",0.218046635389328,"FAM",0.698546051979065,0.0330314673483372,10792,2,10790,"BD-Inf",05/30/20,"Bend"
"488","BD-Inf-5-30-20-B","N2",0.436133682727814,"FAM/HEX",1.0285530090332,0.131586313247681,10792,4,10788,"BD-Inf",05/30/20,"Bend"
"489","BD-Inf-5-30-20-B","RP",1.63633573055267,"HEX",2.61704540252686,0.938214600086212,10792,15,10777,"BD-Inf",05/30/20,"Bend"
"490","BD-Inf-5-30-20-B","N1",0,"FAM",0.320909112691879,0,10985,0,10985,"BD-Inf",05/30/20,"Bend"
"491","BD-Inf-5-30-20-B","N2",0.214215338230133,"FAM/HEX",0.686269342899323,0.0324511155486107,10985,2,10983,"BD-Inf",05/30/20,"Bend"
"492","BD-Inf-5-30-20-B","RP",1.60756659507751,"HEX",2.57101511955261,0.921724259853363,10985,15,10970,"BD-Inf",05/30/20,"Bend"
"526","BD-Inf-5-31-20-B","N1",0,"FAM",0.371784716844559,0,9482,0,9482,"BD-Inf",05/31/20,"Bend"
"527","BD-Inf-5-31-20-B","N2",0,"FAM/HEX",0.371784716844559,0,9482,0,9482,"BD-Inf",05/31/20,"Bend"
"528","BD-Inf-5-31-20-B","RP",0.993011713027954,"HEX",1.85997533798218,0.44948223233223,9482,8,9474,"BD-Inf",05/31/20,"Bend"
"559","BD-Inf-6-1-20-B","N1",0,"FAM",0.332723408937454,0,10595,0,10595,"BD-Inf",06/01/20,"Bend"
"560","BD-Inf-6-1-20-B","N2",0.111045405268669,"FAM/HEX",0.530447423458099,0.00466369604691863,10595,1,10594,"BD-Inf",06/01/20,"Bend"
"561","BD-Inf-6-1-20-B","RP",0,"HEX",0.332723408937454,0,10595,0,10595,"BD-Inf",06/01/20,"Bend"
"562","BD-Inf-6-1-20-B","N1",0,"FAM",0.36565226316452,0,9641,0,9641,"BD-Inf",06/01/20,"Bend"
"563","BD-Inf-6-1-20-B","N2",0.122034184634686,"FAM/HEX",0.582949459552765,0.00512518128380179,9641,1,9640,"BD-Inf",06/01/20,"Bend"
"564","BD-Inf-6-1-20-B","RP",0.854505240917206,"HEX",1.66466093063354,0.36296683549881,9641,7,9634,"BD-Inf",06/01/20,"Bend"
"2809","BD-Inf-7-16-20-A","N1",0,"FAM",0.33769628405571,0,10439,0,10439,"BD-Inf",07/16/20,"Bend"
"2810","BD-Inf-7-16-20-A","N2",0.112704940140247,"FAM/HEX",0.538376212120056,0.00473339017480612,10439,1,10438,"BD-Inf",07/16/20,"Bend"
"2811","BD-Inf-7-16-20-A","RP",0.112704940140247,"HEX",0.538376212120056,0.00473339017480612,10439,1,10438,"BD-Inf",07/16/20,"Bend"
"2812","BD-Inf-7-16-20-A","N1",0,"FAM",0.359535396099091,0,9805,0,9805,"BD-Inf",07/16/20,"Bend"
"2813","BD-Inf-7-16-20-A","N2",0,"FAM/HEX",0.359535396099091,0,9805,0,9805,"BD-Inf",07/16/20,"Bend"
"2814","BD-Inf-7-16-20-A","RP",0.239998072385788,"HEX",0.768886625766754,0.0363565646111965,9805,2,9803,"BD-Inf",07/16/20,"Bend"
"2815","BD-Inf-7-23-20-A","N1",0.474718302488327,"FAM",1.11957371234894,0.143226072192192,9915,4,9911,"BD-Inf",07/23/20,"Bend"
"2816","BD-Inf-7-23-20-A","N2",0.237335190176964,"FAM/HEX",0.760353684425354,0.0359532088041306,9915,2,9913,"BD-Inf",07/23/20,"Bend"
"2817","BD-Inf-7-23-20-A","RP",0.593427777290344,"HEX",1.28990030288696,0.208615094423294,9915,5,9910,"BD-Inf",07/23/20,"Bend"
"2818","BD-Inf-7-23-20-A","N1",0.259792536497116,"FAM",0.832318067550659,0.0393548831343651,9058,2,9056,"BD-Inf",07/23/20,"Bend"
"2819","BD-Inf-7-23-20-A","N2",0.389710366725922,"FAM/HEX",1.03314483165741,0.0924795791506767,9058,3,9055,"BD-Inf",07/23/20,"Bend"
"2820","BD-Inf-7-23-20-A","RP",0.649589002132416,"HEX",1.41201412677765,0.228354603052139,9058,5,9053,"BD-Inf",07/23/20,"Bend"
"2917","BD-Inf-7-21-20-A","N1",0.119736462831497,"FAM",0.571971237659454,0.00502868602052331,9826,1,9825,"BD-Inf",07/21/20,"Bend"
"2918","BD-Inf-7-21-20-A","N2",0.119736462831497,"FAM/HEX",0.571971237659454,0.00502868602052331,9826,1,9825,"BD-Inf",07/21/20,"Bend"
"2919","BD-Inf-7-21-20-A","RP",1.43764233589172,"HEX",2.42020297050476,0.76592493057251,9826,12,9814,"BD-Inf",07/21/20,"Bend"
"2920","BD-Inf-7-21-20-A","N1",0,"FAM",0.335000246763229,0,10523,0,10523,"BD-Inf",07/21/20,"Bend"
"2921","BD-Inf-7-21-20-A","N2",0.223621100187302,"FAM/HEX",0.716408371925354,0.0338758639991283,10523,2,10521,"BD-Inf",07/21/20,"Bend"
"2922","BD-Inf-7-21-20-A","RP",1.90213549137115,"HEX",2.96239995956421,1.13162386417389,10523,17,10506,"BD-Inf",07/21/20,"Bend"
"4081","BD-Inf-7-27-20-A","N1",0.270899325609207,"FAM",0.718109965324402,0.0642877966165543,13030,3,13027,"BD-Inf",07/27/20,"Bend"
"4082","BD-Inf-7-27-20-A","N2",0.361212939023972,"FAM/HEX",0.851827383041382,0.1089843288064,13030,4,13026,"BD-Inf",07/27/20,"Bend"
"4083","BD-Inf-7-27-20-A","RP",0.361212939023972,"HEX",0.851827383041382,0.1089843288064,13030,4,13026,"BD-Inf",07/27/20,"Bend"
"4084","BD-Inf-7-27-20-A","N1",0.196734204888344,"FAM",0.63025575876236,0.029803117737174,11961,2,11959,"BD-Inf",07/27/20,"Bend"
"4085","BD-Inf-7-27-20-A","N2",0.098362997174263,"FAM/HEX",0.469855844974518,0.00413108011707664,11961,1,11960,"BD-Inf",07/27/20,"Bend"
"4086","BD-Inf-7-27-20-A","RP",0.590301334857941,"HEX",1.20689213275909,0.231166079640388,11961,6,11955,"BD-Inf",07/27/20,"Bend"
"4117","BD-Inf-7-29-20-A","N1",0.194860547780991,"FAM",0.624252259731293,0.0295193009078503,12076,2,12074,"BD-Inf",07/29/20,"Bend"
"4118","BD-Inf-7-29-20-A","N2",0,"FAM/HEX",0.291913151741028,0,12076,0,12076,"BD-Inf",07/29/20,"Bend"
"4119","BD-Inf-7-29-20-A","RP",0.584678471088409,"HEX",1.19539308547974,0.228964447975159,12076,6,12070,"BD-Inf",07/29/20,"Bend"
"4120","BD-Inf-7-29-20-A","N1",0.260925710201263,"FAM",0.691666781902313,0.0619211345911026,13528,3,13525,"BD-Inf",07/29/20,"Bend"
"4121","BD-Inf-7-29-20-A","N2",0.260925710201263,"FAM/HEX",0.691666781902313,0.0619211345911026,13528,3,13525,"BD-Inf",07/29/20,"Bend"
"4122","BD-Inf-7-29-20-A","RP",0.695930600166321,"HEX",1.30337941646576,0.315031558275223,13528,8,13520,"BD-Inf",07/29/20,"Bend"
"4147","BD-Inf-8-5-20-A","N1",0.651784241199493,"FAM",1.33263266086578,0.25523915886879,10833,6,10827,"BD-Inf",08/05/20,"Bend"
"4148","BD-Inf-8-5-20-A","N2",0.217221304774284,"FAM/HEX",0.695901393890381,0.0329064503312111,10833,2,10831,"BD-Inf",08/05/20,"Bend"
"4149","BD-Inf-8-5-20-A","RP",0.217221304774284,"HEX",0.695901393890381,0.0329064503312111,10833,2,10831,"BD-Inf",08/05/20,"Bend"
"4150","BD-Inf-8-5-20-A","N1",0.445886164903641,"FAM",0.969126045703888,0.156754314899445,13195,5,13190,"BD-Inf",08/05/20,"Bend"
"4151","BD-Inf-8-5-20-A","N2",0.445886164903641,"FAM/HEX",0.969126045703888,0.156754314899445,13195,5,13190,"BD-Inf",08/05/20,"Bend"
"4152","BD-Inf-8-5-20-A","RP",0.178334176540375,"HEX",0.57129979133606,0.0270158909261227,13195,2,13193,"BD-Inf",08/05/20,"Bend"
"4219","BD-Inf-8-3-20-A","N1",0.211329370737076,"FAM",0.677021920681,0.0320139601826668,11135,2,11133,"BD-Inf",08/03/20,"Bend"
"4220","BD-Inf-8-3-20-A","N2",0.105659939348698,"FAM/HEX",0.504717469215393,0.0044375266879797,11135,1,11134,"BD-Inf",08/03/20,"Bend"
"4221","BD-Inf-8-3-20-A","RP",0.951281249523163,"HEX",1.72386479377747,0.45355948805809,11135,9,11126,"BD-Inf",08/03/20,"Bend"
"4222","BD-Inf-8-3-20-A","N1",0.314242243766785,"FAM",0.83303040266037,0.0745725631713867,11233,3,11230,"BD-Inf",08/03/20,"Bend"
"4223","BD-Inf-8-3-20-A","N2",0.209485501050949,"FAM/HEX",0.671113729476929,0.0317346565425396,11233,2,11231,"BD-Inf",08/03/20,"Bend"
"4224","BD-Inf-8-3-20-A","RP",0.5237837433815,"HEX",1.13847935199738,0.184135779738426,11233,5,11228,"BD-Inf",08/03/20,"Bend"
"4255","BD-Inf-7-31-20-A","N1",0.2201067507267,"FAM",0.705147266387939,0.0333435274660587,10691,2,10689,"BD-Inf",07/31/20,"Bend"
"4256","BD-Inf-7-31-20-A","N2",0.330175548791885,"FAM/HEX",0.875278115272522,0.0783532783389091,10691,3,10688,"BD-Inf",07/31/20,"Bend"
"4257","BD-Inf-7-31-20-A","RP",0.440254688262939,"HEX",1.03827428817749,0.132829502224922,10691,4,10687,"BD-Inf",07/31/20,"Bend"
"4258","BD-Inf-7-31-20-A","N1",0.44597065448761,"FAM",1.05175793170929,0.134553834795952,10554,4,10550,"BD-Inf",07/31/20,"Bend"
"4259","BD-Inf-7-31-20-A","N2",0.55748975276947,"FAM/HEX",1.21176195144653,0.195983275771141,10554,5,10549,"BD-Inf",07/31/20,"Bend"
"4260","BD-Inf-7-31-20-A","RP",1.00367176532745,"HEX",1.81883728504181,0.478533118963242,10554,9,10545,"BD-Inf",07/31/20,"Bend"
"5473","BD-Inf-8-10-20-A","N1",0,"FAM",0.242823556065559,0,14517,0,14517,"BD-Inf",08/10/20,"Bend"
"5474","BD-Inf-8-10-20-A","N2",0.0810436829924583,"FAM/HEX",0.387114971876144,0.00340372207574546,14517,1,14516,"BD-Inf",08/10/20,"Bend"
"5475","BD-Inf-8-10-20-A","RP",0.324208199977875,"HEX",0.76454496383667,0.0978204235434532,14517,4,14513,"BD-Inf",08/10/20,"Bend"
"5476","BD-Inf-8-10-20-A","N1",0.196750655770302,"FAM",0.630308508872986,0.0298056118190289,11960,2,11958,"BD-Inf",08/10/20,"Bend"
"5477","BD-Inf-8-10-20-A","N2",0,"FAM/HEX",0.29474475979805,0,11960,0,11960,"BD-Inf",08/10/20,"Bend"
"5478","BD-Inf-8-10-20-A","RP",0.39353421330452,"HEX",0.928066074848175,0.118735089898109,11960,4,11956,"BD-Inf",08/10/20,"Bend"
"5509","BD-Inf-8-12-20-A","N1",0,"FAM",0.272989600896835,0,12913,0,12913,"BD-Inf",08/12/20,"Bend"
"5510","BD-Inf-8-12-20-A","N2",0.0911109894514084,"FAM/HEX",0.435209721326828,0.00382651947438717,12913,1,12912,"BD-Inf",08/12/20,"Bend"
"5511","BD-Inf-8-12-20-A","RP",0.546771764755249,"HEX",1.11787283420563,0.214121997356415,12913,6,12907,"BD-Inf",08/12/20,"Bend"
"5512","BD-Inf-8-12-20-A","N1",0,"FAM",0.227598577737808,0,15488,0,15488,"BD-Inf",08/12/20,"Bend"
"5513","BD-Inf-8-12-20-A","N2",0,"FAM/HEX",0.227598577737808,0,15488,0,15488,"BD-Inf",08/12/20,"Bend"
"5514","BD-Inf-8-12-20-A","RP",0.45584911108017,"HEX",0.931944072246552,0.17851984500885,15488,6,15482,"BD-Inf",08/12/20,"Bend"
"5545","BD-Inf-8-14-20-A","N1",0,"FAM",0.262714236974716,0,13418,0,13418,"BD-Inf",08/14/20,"Bend"
"5546","BD-Inf-8-14-20-A","N2",0,"FAM/HEX",0.262714236974716,0,13418,0,13418,"BD-Inf",08/14/20,"Bend"
"5547","BD-Inf-8-14-20-A","RP",0.35076642036438,"HEX",0.827186942100525,0.105832748115063,13418,4,13414,"BD-Inf",08/14/20,"Bend"
"5548","BD-Inf-8-14-20-A","N1",0,"FAM",0.275723040103912,0,12785,0,12785,"BD-Inf",08/14/20,"Bend"
"5549","BD-Inf-8-14-20-A","N2",0,"FAM/HEX",0.275723040103912,0,12785,0,12785,"BD-Inf",08/14/20,"Bend"
"5550","BD-Inf-8-14-20-A","RP",0.644313633441925,"HEX",1.25508046150208,0.27369812130928,12785,7,12778,"BD-Inf",08/14/20,"Bend"
"5581","BD-Inf-8-17-20-A","N1",0,"FAM",0.285066545009613,0,12366,0,12366,"BD-Inf",08/17/20,"Bend"
"5582","BD-Inf-8-17-20-A","N2",0,"FAM/HEX",0.285066545009613,0,12366,0,12366,"BD-Inf",08/17/20,"Bend"
"5583","BD-Inf-8-17-20-A","RP",0.190290436148643,"HEX",0.609608888626099,0.0288270227611065,12366,2,12364,"BD-Inf",08/17/20,"Bend"
"5584","BD-Inf-8-17-20-A","N1",0,"FAM",0.293248921632767,0,12021,0,12021,"BD-Inf",08/17/20,"Bend"
"5585","BD-Inf-8-17-20-A","N2",0,"FAM/HEX",0.293248921632767,0,12021,0,12021,"BD-Inf",08/17/20,"Bend"
"5586","BD-Inf-8-17-20-A","RP",0.391536951065063,"HEX",0.923354804515839,0.118132539093494,12021,4,12017,"BD-Inf",08/17/20,"Bend"
"5617","BD-Inf-8-19-20-A","N1",0.611431479454041,"FAM",1.14508867263794,0.276786237955093,15397,8,15389,"BD-Inf",08/19/20,"Bend"
"5618","BD-Inf-8-19-20-A","N2",0.305676013231277,"FAM/HEX",0.720834791660309,0.0922293737530708,15397,4,15393,"BD-Inf",08/19/20,"Bend"
